issn_l,journal_title,sci_quartile,source,note
,20 Et 21-Revue D Histoire,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Earth Science-Transactions of the Institutions of Mining and Metallurgy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Economic Analysis,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Economic Perspectives and Policy,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ECONOMICS LETTERS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ECONOMICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ENERGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ENGINEERING IN AGRICULTURE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ENTOMOLOGY AND ZOOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ERGONOMICS,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Food Biotechnology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Food Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied General Topology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED GEOCHEMISTRY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED GEOGRAPHY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Geomatics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Geophysics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Health Economics and Health Policy,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED INTELLIGENCE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Linguistics Review,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED LINGUISTICS,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MAGNETIC RESONANCE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Materials Today,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MATHEMATICAL MODELLING,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MATHEMATICS AND COMPUTATION,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MATHEMATICS AND OPTIMIZATION,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mathematics E-Notes,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mathematics in Science and Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mathematics Letters,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mathematics-A Journal of Chinese Universities Series B,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MEASUREMENT IN EDUCATION,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mechanics Reviews,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Mobilities,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Network Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Neuropsychology-Adult,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Neuropsychology-Child,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Numerical Mathematics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED NURSING RESEARCH,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED OCEAN RESEARCH,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Ontology,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED OPTICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED ORGANOMETALLIC CHEMISTRY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PHYSICS B-LASERS AND OPTICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Physics Express,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PHYSICS LETTERS,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Physics Reviews,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Physiology Nutrition and Metabolism,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PSYCHOLINGUISTICS,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PSYCHOLOGICAL MEASUREMENT,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Psychology-Health and Well Being,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Radiation and Isotopes,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Radiology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Research in Quality of Life,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED RHEOLOGY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Science and Convergence Technology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Sciences-Basel,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED SOFT COMPUTING,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED SOIL ECOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Spatial Analysis and Policy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED SPECTROSCOPY REVIEWS,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED SPECTROSCOPY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Surface Science Advances,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED SURFACE SCIENCE,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied System Innovation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Theatre Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED THERMAL ENGINEERING,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APPLIED VEGETATION SCIENCE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Applied Water Science,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Approaching Religion,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,APSIPA Transactions on Signal and Information Processing,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Apuntes del CENES,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Apuntes Universitarios,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Apuntes-Revista de Ciencias Sociales,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Apunts Educacion Fisica y Deportes,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Apunts Sports Medicine,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,AQUA-Water Infrastructure Ecosystems and Society,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,AQUACULTURAL ENGINEERING,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,AQUACULTURE ECONOMICS & MANAGEMENT,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Aquaculture Environment Interactions,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,AQUACULTURE INTERNATIONAL,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,AQUACULTURE NUTRITION,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
